1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 0D00000037AFBD21
Is Mission Active?  true
Mission Start:  Sun Aug 30 14:05:00 PDT 2020
Sample Rate:  Every 240 minute(s)
Number of Mission Samples:  979
Total Samples:  15706
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
12/9/20 1:05:00 AM,C,8.5
12/9/20 5:05:00 AM,C,8
12/9/20 9:05:00 AM,C,8
12/9/20 1:05:00 PM,C,11
12/9/20 5:05:00 PM,C,9.5
12/9/20 9:05:00 PM,C,7
12/10/20 1:05:00 AM,C,5.5
12/10/20 5:05:00 AM,C,4.5
12/10/20 9:05:00 AM,C,5
12/10/20 1:05:00 PM,C,6
12/10/20 5:05:00 PM,C,6
12/10/20 9:05:00 PM,C,5
12/11/20 1:05:00 AM,C,5
12/11/20 5:05:00 AM,C,5
12/11/20 9:05:00 AM,C,5
12/11/20 1:05:00 PM,C,7
12/11/20 5:05:00 PM,C,6
12/11/20 9:05:00 PM,C,5
12/12/20 1:05:00 AM,C,5
12/12/20 5:05:00 AM,C,4
12/12/20 9:05:00 AM,C,4.5
12/12/20 1:05:00 PM,C,10
12/12/20 5:05:00 PM,C,7
12/12/20 9:05:00 PM,C,6
12/13/20 1:05:00 AM,C,6
12/13/20 5:05:00 AM,C,6
